성신여대	NNP
컴퓨터공학과	NNP
컴공	NNP
과사	NNP
과사무실	NNP
도서관	NNG
수정관	NNG
공지	NNG
수강신청    NNG
최근	NNG
수강	NNG
수캠	NNP
운캠	NNP
수하루	NNP
블루포트	NNP
더베이크	NNP
버거ING	NNP
운정캠퍼스		NNP
수정캠퍼스		NNP
